,index,morador,numero_controle,bloco,bloco_classificacao,dt_visita,dt_termino,tempo_total_entrev,idade,pais,estado,cidade,bairro_bh,regiao_bh,t_pernoite,t_qtpernoite,t_hospedagem,t_transp,t_motivo,t_outro_motivo,dias_carnaval,gasto_total,t_hospedagem.1,alimentacao,t_atrativos_passeios,transporte_interno,compras,ingressos,outros,total,qtd_pessoas_gasto,fonte_carnaval,participou_anos_anteriores,evolucao,motivo,expectativas,aval_geral,aval_banheiros,aval_seguranca,aval_precos,proxima_edicao,motivo_nao,blocos_de_rua,escola_samba_caricato,eventos_privados,palcos,t_visita_amigos,t_city_tour,t_visita_cultural,t_compras,t_gastronomia,principal_patrocinador,outro_patrocinador,genero,escolaridade,estado_civil,faixa_renda,int_renda,nivel_gastos,categoria_escolaridade,categoria_transporte,categoria_hospedagem,categoria_regiao,faixa_etaria
471,485,Morador,486,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:42:00,2018-02-12 08:48:00,0 days 00:05:53,48,Brasil,Minas Gerais,Belo Horizonte,Nova Suissa,Oeste,,,,,,,3,400.0,,370.0,,30.0,0.0,0.0,0.0,400.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,8.0,8.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Meia-idade
472,486,Visitantes,487,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:43:00,2018-02-12 08:50:00,0 days 00:06:48,38,Brasil,Distrito Federal,Brasilia,,,Sim,3.0,Hoteis/Pousadas,Aviao,Sim,Nao respondeu,5,1250.0,400.0,850.0,0.0,0.0,0.0,0.0,0.0,1250.0,1.0,Outro,Sim,Melhorou,Nao respondeu,Atendeu plenamente,10.0,1.0,10.0,10.0,True,Retornara,True,False,True,False,False,False,False,False,False,Populaçao,Nao possui,Masculino,Ensino medio completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Alto,Ensino Básico,Transporte Coletivo,Hospedagem,Desconhecido/Inter,Adulto
473,487,Morador,488,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:44:00,2018-02-12 08:52:00,0 days 00:07:34,31,Brasil,Minas Gerais,Belo Horizonte,Caiçaras,Noroeste,,,,,,,4,200.0,,150.0,,50.0,0.0,0.0,0.0,200.0,3.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,4.0,9.0,3.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Ambev,Feminino,Ensino superior completo,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Graduado,,Outros,Sudeste,Adulto
474,488,Morador,489,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:45:00,2018-02-12 08:51:00,0 days 00:06:06,21,Brasil,Minas Gerais,Belo Horizonte,Barreiro,Barreiro,,,,,,,6,300.0,,268.0,,32.0,0.0,0.0,0.0,300.0,6.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,8.0,9.0,7.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Catuaba selvagem,Feminino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
475,489,Morador,490,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:47:00,2018-02-12 08:53:00,0 days 00:05:59,25,Brasil,Minas Gerais,Belo Horizonte,Sao Gabriel,Nordeste,,,,,,,4,200.0,,150.0,,50.0,0.0,0.0,0.0,200.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,5.0,7.0,5.0,8.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino superior incompleto,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Graduado,,Outros,Sudeste,Adulto
476,490,Morador,491,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:47:00,2018-02-12 08:52:00,0 days 00:04:39,41,Brasil,Minas Gerais,Belo Horizonte,Sao Gabriel,Nordeste,,,,,,,6,110.0,,0.0,,50.0,60.0,0.0,0.0,110.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,1.0,3.0,5.0,7.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",9,Baixo,Graduado,,Outros,Sudeste,Meia-idade
477,491,Morador,492,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:47:00,2018-02-12 08:51:00,0 days 00:03:38,16,Brasil,Minas Gerais,Belo Horizonte,Sao Jose,Pampulha,,,,,,,4,300.0,,200.0,,100.0,0.0,0.0,0.0,300.0,1.0,Internet (site),Nao,Nao respondeu,Nao respondeu,Indiferente,5.0,6.0,8.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
478,492,Morador,493,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:47:00,2018-02-12 08:53:00,0 days 00:05:42,26,Brasil,Minas Gerais,Belo Horizonte,Casa Branca,Leste,,,,,,,3,90.0,,60.0,,30.0,0.0,0.0,0.0,90.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,Nao respondeu,Nao respondeu,Superou,7.0,6.0,5.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior incompleto,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Adulto
479,493,Morador,494,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:47:00,2018-02-12 08:57:00,0 days 00:09:22,74,Brasil,Minas Gerais,Belo Horizonte,Sao Lucas,Leste,,,,,,,3,390.0,,300.0,,0.0,0.0,0.0,90.0,390.0,2.0,Jornais/Revistas,Sim,Melhorou,Nao respondeu,Superou,7.0,10.0,10.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino superior completo,Casado (a),"Acima de 8 salários (acima de R$ 7.632,00)",8,Baixo,Graduado,,Outros,Sudeste,Idoso
480,494,Morador,495,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:48:00,2018-02-12 08:52:00,0 days 00:04:23,18,Brasil,Minas Gerais,Belo Horizonte,Cruzeiro,Centro sul,,,,,,,4,320.0,,200.0,,100.0,20.0,0.0,0.0,320.0,3.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,10.0,7.0,5.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
481,495,Morador,496,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:48:00,2018-02-12 08:53:00,0 days 00:04:59,34,Brasil,Minas Gerais,Belo Horizonte,Madre Gertrudes,Oeste,,,,,,,2,100.0,,50.0,,50.0,0.0,0.0,0.0,100.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,7.0,7.0,7.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Graduado,,Outros,Sudeste,Adulto
482,496,Morador,497,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:48:00,2018-02-12 08:56:00,0 days 00:07:48,19,Brasil,Minas Gerais,Igarape,Desconhecido,Desconhecido,,,,,,,1,20.0,,20.0,,0.0,0.0,0.0,0.0,20.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Superou,8.0,10.0,7.0,8.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Masculino,Ensino medio completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
483,497,Morador,498,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:49:00,2018-02-12 08:54:00,0 days 00:05:00,32,Brasil,Minas Gerais,Betim,Desconhecido,Desconhecido,,,,,,,2,200.0,,140.0,,60.0,0.0,0.0,0.0,200.0,2.0,Jornais/Revistas,Nao,Nao respondeu,Nao respondeu,Superou,9.0,10.0,4.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino medio completo,Casado (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
484,498,Morador,499,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:52:00,2018-02-12 09:00:00,0 days 00:08:07,21,Brasil,Minas Gerais,Belo Horizonte,Nova Suissa,Oeste,,,,,,,4,130.0,,100.0,,30.0,0.0,0.0,0.0,130.0,2.0,Nao sabe,Sim,Melhorou,Nao respondeu,Atendeu plenamente,5.0,2.0,9.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior incompleto,Outro,"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
485,499,Morador,500,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:53:00,2018-02-12 08:58:00,0 days 00:05:41,53,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,,,,,,,3,150.0,,150.0,,0.0,0.0,0.0,0.0,150.0,5.0,Jornais/Revistas,Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu plenamente,4.0,6.0,7.0,8.0,True,Retornara,True,False,False,False,,,,,,Populaçao,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Meia-idade
486,500,Visitantes,501,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:53:00,2018-02-12 09:00:00,0 days 00:07:36,54,Brasil,Minas Gerais,Itabira,,,Sim,4.0,Casa propria/alugada,Carro,Sim,Nao respondeu,4,780.0,200.0,280.0,80.0,0.0,0.0,220.0,0.0,780.0,2.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Superou,1.0,8.0,5.0,7.0,True,Retornara,True,False,True,False,False,False,False,False,False,Skol,Prefeitura,Masculino,Ensino tecnico,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Médio,Graduado,Transporte Privado,Casa,Sudeste,Meia-idade
487,501,Morador,502,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:53:00,2018-02-12 09:01:00,0 days 00:07:44,16,Brasil,Minas Gerais,Brumadinho,Desconhecido,Desconhecido,,,,,,,3,140.0,,100.0,,40.0,0.0,0.0,0.0,140.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,"Nem melhorou, nem piorou",Nao respondeu,Indiferente,4.0,2.0,5.0,6.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Masculino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
488,502,Morador,503,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:53:00,2018-02-12 08:58:00,0 days 00:04:29,31,Brasil,Minas Gerais,Contagem,Desconhecido,Desconhecido,,,,,,,3,200.0,,200.0,,0.0,0.0,0.0,0.0,200.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,1.0,8.0,1.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino medio incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
489,503,Morador,504,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:53:00,2018-02-12 08:57:00,0 days 00:03:58,39,Brasil,Minas Gerais,Belo Horizonte,Ipe,Nordeste,,,,,,,4,450.0,,150.0,,150.0,150.0,0.0,0.0,450.0,4.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,Nao respondeu,Nao respondeu,Superou,8.0,8.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Skol,Masculino,Ensino medio completo,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
490,504,Morador,505,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:54:00,2018-02-12 08:59:00,0 days 00:05:18,70,Brasil,Minas Gerais,Belo Horizonte,Concordia,Nordeste,,,,,,,4,340.0,,300.0,,40.0,0.0,0.0,0.0,340.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,6.0,8.0,5.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Brahma,Feminino,Ensino medio completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Ensino Básico,,Outros,Sudeste,Idoso
491,505,Morador,506,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:54:00,2018-02-12 08:59:00,0 days 00:04:51,40,Brasil,Minas Gerais,Belo Horizonte,Carlos Prates,Noroeste,,,,,,,6,60.0,,50.0,,10.0,0.0,0.0,0.0,60.0,1.0,Jornais/Revistas,Sim,Melhorou,Nao respondeu,Atendeu plenamente,5.0,5.0,3.0,8.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Meia-idade
492,506,Morador,507,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:54:00,2018-02-12 09:01:00,0 days 00:06:48,22,Brasil,Minas Gerais,Vespasiano,Desconhecido,Desconhecido,,,,,,,3,100.0,,0.0,,100.0,0.0,0.0,0.0,100.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,6.0,9.0,5.0,6.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino tecnico,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
493,507,Morador,508,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:55:00,2018-02-12 08:59:00,0 days 00:03:28,40,Brasil,Minas Gerais,Belo Horizonte,Sion,Centro sul,,,,,,,4,500.0,,300.0,,50.0,100.0,0.0,50.0,500.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu plenamente,7.0,8.0,7.0,8.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Skol,Feminino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Meia-idade
494,509,Morador,510,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:57:00,2018-02-12 09:13:00,0 days 00:15:41,60,Brasil,Minas Gerais,Sabara,Desconhecido,Desconhecido,,,,,,,2,120.0,,100.0,,20.0,0.0,0.0,0.0,120.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,7.0,8.0,5.0,8.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino superior completo,Casado (a),"Acima de 8 salários (acima de R$ 7.632,00)",10,Baixo,Graduado,,Outros,Sudeste,Idoso
495,510,Morador,511,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:58:00,2018-02-12 09:03:00,0 days 00:04:53,38,Brasil,Minas Gerais,Nova Lima,Desconhecido,Desconhecido,,,,,,,1,100.0,,80.0,,20.0,0.0,0.0,0.0,100.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Superou,5.0,8.0,7.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior completo,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Graduado,,Outros,Sudeste,Adulto
496,511,Morador,512,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:58:00,2018-02-12 09:03:00,0 days 00:04:17,21,Brasil,Minas Gerais,Belo Horizonte,Itapoa,Pampulha,,,,,,,1,9.0,,0.0,,9.0,0.0,0.0,0.0,9.0,1.0,Outro,Sim,Melhorou,Nao respondeu,Superou,4.0,6.0,3.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Uber,Feminino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
497,512,Morador,513,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:58:00,2018-02-12 09:04:00,0 days 00:05:09,23,Brasil,Minas Gerais,Contagem,Desconhecido,Desconhecido,,,,,,,2,50.0,,50.0,,0.0,0.0,0.0,0.0,50.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Superou,7.0,9.0,2.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino medio completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
498,513,Morador,514,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:59:00,2018-02-12 09:04:00,0 days 00:05:09,34,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,,,,,,,6,60.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,Outro,Sim,"Nem melhorou, nem piorou",Nao respondeu,Indiferente,7.0,7.0,10.0,7.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino fundamental completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
499,514,Visitantes,515,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:59:00,2018-02-12 09:04:00,0 days 00:04:42,36,Brasil,Minas Gerais,Matutina,,,Nao,0.0,Outros,Outros,Nao respondeu,Nao respondeu,2,150.0,0.0,50.0,50.0,0.0,50.0,0.0,0.0,150.0,3.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Atendeu em parte,10.0,10.0,10.0,9.0,True,Retornara,True,False,False,False,False,False,False,False,False,Prefeitura,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Graduado,Outros,Outros,Sudeste,Adulto
500,515,Morador,516,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:59:00,2018-02-12 09:05:00,0 days 00:06:00,57,Brasil,Minas Gerais,Belo Horizonte,Caiçaras,Noroeste,,,,,,,6,300.0,,200.0,,100.0,0.0,0.0,0.0,300.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,5.0,9.0,9.0,9.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Masculino,Ensino medio completo,Casado (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
501,516,Morador,517,Baianas Ozadas,Baianas Ozadas,2018-02-12 08:59:00,2018-02-12 09:07:00,0 days 00:07:24,52,Brasil,Minas Gerais,Belo Horizonte,Santa Tereza,Leste,,,,,,,3,280.0,,180.0,,100.0,0.0,0.0,0.0,280.0,2.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Atendeu plenamente,5.0,8.0,5.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino medio completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
502,517,Morador,518,Baianas Ozadas,Baianas Ozadas,2018-02-12 09:00:00,2018-02-12 09:05:00,0 days 00:04:46,61,Brasil,Minas Gerais,Belo Horizonte,Caiçaras,Noroeste,,,,,,,3,500.0,,350.0,,150.0,0.0,0.0,0.0,500.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu plenamente,6.0,8.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",8,Baixo,Graduado,,Outros,Sudeste,Idoso
503,518,Morador,519,Baianas Ozadas,Baianas Ozadas,2018-02-12 09:01:00,2018-02-12 09:05:00,0 days 00:04:15,29,Brasil,Minas Gerais,Belo Horizonte,Barreiro,Barreiro,,,,,,,6,200.0,,100.0,,100.0,0.0,0.0,0.0,200.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,1.0,5.0,9.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Prefeitura,Feminino,Ensino medio completo,Casado (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
504,519,Morador,520,Baianas Ozadas,Baianas Ozadas,2018-02-12 09:01:00,2018-02-12 09:08:00,0 days 00:07:03,43,Brasil,Minas Gerais,Belo Horizonte,Floresta,Leste,,,,,,,4,370.0,,370.0,,0.0,0.0,0.0,0.0,370.0,1.0,Outro,Sim,Melhorou,Nao respondeu,Superou,1.0,10.0,7.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino medio completo,Divorciado (a),"Até um salário mínimo (R$ 954,00)",1,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
505,520,Morador,521,Baianas Ozadas,Baianas Ozadas,2018-02-12 09:01:00,2018-02-12 09:09:00,0 days 00:07:17,50,Brasil,Minas Gerais,Belo Horizonte,Concordia,Nordeste,,,,,,,3,100.0,,50.0,,50.0,0.0,0.0,0.0,100.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,7.0,5.0,7.0,10.0,True,Retornara,True,True,False,False,,,,,,Nao sabe,Nao possui,Masculino,Ensino superior completo,Divorciado (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Meia-idade
506,521,Visitantes,522,Baianas Ozadas,Baianas Ozadas,2018-02-12 09:02:00,2018-02-12 09:09:00,0 days 00:07:10,16,Brasil,Bahia,Salvador,,,Sim,4.0,Casa de Amigos/Parentes,Aviao,Nao,Visitar amigos e parentes,3,250.0,0.0,200.0,0.0,0.0,50.0,0.0,0.0,250.0,2.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Indiferente,8.0,9.0,9.0,8.0,False,Viagem,True,False,False,False,False,False,False,False,False,Skol,Nao possui,Masculino,Pos – Graduaçao – Especializaçao,Casado (a),"Acima de 8 salários (acima de R$ 7.632,00)",8,Baixo,Pós,Transporte Coletivo,Casa,Nordeste,Jovem adulto
507,522,Morador,523,Baianas Ozadas,Baianas Ozadas,2018-02-12 09:04:00,2018-02-12 09:08:00,0 days 00:04:11,54,Brasil,Minas Gerais,Belo Horizonte,Floresta,Leste,,,,,,,6,1000.0,,600.0,,200.0,200.0,0.0,0.0,1000.0,3.0,Jornais/Revistas,Sim,Melhorou,Nao respondeu,Atendeu plenamente,6.0,8.0,9.0,10.0,True,Retornara,True,False,False,False,,,,,,Ambev,Nao possui,Masculino,Ensino medio completo,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Médio,Ensino Básico,,Outros,Sudeste,Meia-idade
508,523,Morador,524,Baianas Ozadas,Baianas Ozadas,2018-02-12 09:04:00,2018-02-12 09:13:00,0 days 00:09:26,50,Brasil,Minas Gerais,Belo Horizonte,Palmares,Nordeste,,,,,,,3,100.0,,0.0,,100.0,0.0,0.0,0.0,100.0,3.0,Nao sabe,Sim,Melhorou,Nao respondeu,Superou,5.0,9.0,7.0,7.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior completo,Casado (a),"Acima de 8 salários (acima de R$ 7.632,00)",10,Baixo,Graduado,,Outros,Sudeste,Meia-idade
509,524,Morador,525,Baianas Ozadas,Baianas Ozadas,2018-02-12 09:04:00,2018-02-12 09:08:00,0 days 00:03:31,32,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,,,,,,,3,200.0,,150.0,,50.0,0.0,0.0,0.0,200.0,2.0,Internet (site),Nao,Nao respondeu,Nao respondeu,Superou,8.0,8.0,5.0,10.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Adulto
510,525,Morador,526,Baianas Ozadas,Baianas Ozadas,2018-02-12 09:04:00,2018-02-12 09:11:00,0 days 00:06:57,34,Brasil,Minas Gerais,Belo Horizonte,Ceu Azul,Pampulha,,,,,,,3,100.0,,70.0,,30.0,0.0,0.0,0.0,100.0,1.0,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu plenamente,7.0,8.0,9.0,10.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Feminino,Ensino superior completo,Divorciado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Graduado,,Outros,Sudeste,Adulto
511,526,Morador,527,Baianas Ozadas,Baianas Ozadas,2018-02-12 09:05:00,2018-02-12 09:11:00,0 days 00:05:36,55,Brasil,Minas Gerais,Belo Horizonte,Boa Uniao I,Norte,,,,,,,4,70.0,,50.0,,20.0,0.0,0.0,0.0,70.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu em parte,6.0,10.0,10.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Skol,Masculino,Ensino superior completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Baixo,Graduado,,Outros,Sudeste,Meia-idade
512,527,Morador,528,Baianas Ozadas,Baianas Ozadas,2018-02-12 09:06:00,2018-02-12 09:11:00,0 days 00:05:22,27,Brasil,Minas Gerais,Pedro Leopoldo,Desconhecido,Desconhecido,,,,,,,4,300.0,,220.0,,80.0,0.0,0.0,0.0,300.0,1.0,Jornais/Revistas,Sim,Melhorou,Nao respondeu,Superou,10.0,10.0,8.0,10.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Skol,Masculino,Ensino superior completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Adulto
